Timepoint (1min, 128Hz)	1 - F7	2 - F3	3 - F4	4 - F8	5 - T3	6 - C3	7 - Cz	8 - C4	9 - T4	10 - T5	11 - P3	12 - Pz	13 - P4	14 - T6	15 - O1	16 - O2
3975	-291.17	-376.81	-222.66	-171.28	-51.38	0	0	-85.64	-137.02	-102.77	-34.26	-479.57	0	-17.13	-582.34	-359.68
3976	-239.79	-376.81	-205.53	-137.02	-119.89	-17.13	0	-85.64	-171.28	-34.26	-34.26	-393.93	-102.77	-85.64	-376.81	-342.55
3977	-222.66	-462.44	-239.79	-154.15	-154.15	-102.77	-102.77	-137.02	-291.17	34.26	34.26	-171.28	-154.15	-102.77	51.38	-68.51
3978	-274.04	-582.34	-239.79	-205.53	-137.02	-171.28	-154.15	-239.79	-342.55	0	34.26	-51.38	-154.15	-102.77	239.79	-34.26
3979	-393.93	-736.48	-325.42	-274.04	-119.89	-359.68	-239.79	-359.68	-411.06	-154.15	-51.38	17.13	-222.66	-154.15	325.42	-68.51
3980	-393.93	-804.99	-359.68	-274.04	-102.77	-411.06	-205.53	-376.81	-445.32	-239.79	-137.02	0	-342.55	-222.66	239.79	-239.79
3981	-256.91	-702.23	-411.06	-291.17	-85.64	-513.83	-137.02	-359.68	-428.19	-274.04	-256.91	-154.15	-582.34	-411.06	0	-530.95
3982	-171.28	-565.21	-393.93	-274.04	-102.77	-530.95	-119.89	-376.81	-393.93	-256.91	-325.42	-342.55	-736.48	-513.83	-171.28	-667.97
3983	-154.15	-376.81	-256.91	-171.28	-119.89	-513.83	-256.91	-462.44	-291.17	-308.3	-445.32	-685.1	-942.01	-650.85	-496.7	-856.38
3984	-154.15	-325.42	-205.53	-102.77	-119.89	-513.83	-325.42	-513.83	-291.17	-376.81	-530.95	-804.99	-959.14	-616.59	-616.59	-907.76
3985	-85.64	-291.17	-85.64	-34.26	17.13	-376.81	-205.53	-291.17	-137.02	-342.55	-445.32	-702.23	-616.59	-222.66	-616.59	-582.34
3986	0	-308.3	-102.77	-17.13	51.38	-274.04	-102.77	-171.28	-85.64	-171.28	-274.04	-496.7	-359.68	-68.51	-445.32	-308.3
3987	34.26	-256.91	-17.13	17.13	137.02	17.13	68.51	-17.13	-51.38	137.02	119.89	0	68.51	85.64	51.38	85.64
3988	68.51	-205.53	-51.38	0	137.02	188.4	68.51	34.26	-68.51	205.53	274.04	154.15	222.66	137.02	171.28	137.02
3989	17.13	-68.51	-34.26	-34.26	34.26	359.68	51.38	119.89	-34.26	239.79	342.55	462.44	393.93	137.02	274.04	119.89
3990	34.26	17.13	-85.64	-34.26	51.38	359.68	68.51	154.15	-17.13	188.4	325.42	582.34	445.32	154.15	308.3	137.02
3991	119.89	-17.13	-68.51	-34.26	239.79	359.68	171.28	137.02	17.13	239.79	376.81	633.72	393.93	119.89	582.34	291.17
3992	154.15	17.13	-68.51	-51.38	291.17	325.42	154.15	51.38	17.13	205.53	325.42	565.21	274.04	51.38	650.85	308.3
3993	154.15	0	-34.26	-34.26	188.4	205.53	17.13	-119.89	102.77	68.51	85.64	205.53	-85.64	-154.15	428.19	-34.26
3994	137.02	-17.13	0	0	68.51	137.02	-17.13	-205.53	137.02	0	-17.13	17.13	-291.17	-325.42	188.4	-291.17
3995	119.89	0	51.38	0	51.38	-17.13	-154.15	-325.42	51.38	-34.26	-171.28	-342.55	-702.23	-582.34	-137.02	-685.1
3996	102.77	17.13	0	-34.26	119.89	-119.89	-239.79	-411.06	-34.26	-85.64	-222.66	-582.34	-839.25	-650.85	-222.66	-770.74
3997	68.51	-51.38	-85.64	-119.89	171.28	-291.17	-393.93	-633.72	-325.42	-205.53	-376.81	-1044.78	-1010.52	-736.48	-411.06	-839.25
3998	85.64	-51.38	-119.89	-154.15	137.02	-359.68	-462.44	-702.23	-325.42	-274.04	-479.57	-1181.8	-976.27	-702.23	-530.95	-839.25
3999	154.15	0	-34.26	-102.77	51.38	-359.68	-462.44	-582.34	-51.38	-291.17	-462.44	-1061.91	-702.23	-479.57	-496.7	-702.23
4000	188.4	51.38	-34.26	0	51.38	-256.91	-376.81	-393.93	51.38	-171.28	-325.42	-804.99	-479.57	-291.17	-359.68	-565.21
4001	34.26	-34.26	-34.26	85.64	34.26	-34.26	-51.38	17.13	239.79	171.28	171.28	34.26	17.13	17.13	137.02	-205.53
4002	-17.13	-85.64	-17.13	51.38	0	-34.26	-34.26	85.64	188.4	188.4	239.79	188.4	137.02	68.51	205.53	-137.02
4003	-51.38	-239.79	-85.64	-34.26	0	0	85.64	137.02	68.51	85.64	205.53	359.68	291.17	188.4	256.91	0
4004	-17.13	-256.91	-102.77	-85.64	0	34.26	119.89	119.89	34.26	51.38	188.4	376.81	291.17	239.79	256.91	68.51
4005	85.64	-85.64	-102.77	-85.64	85.64	171.28	85.64	0	-17.13	51.38	154.15	325.42	137.02	154.15	205.53	51.38
4006	119.89	17.13	-51.38	-34.26	85.64	205.53	85.64	0	-51.38	51.38	85.64	256.91	0	34.26	137.02	-34.26
4007	102.77	154.15	-34.26	-17.13	68.51	171.28	34.26	-85.64	-137.02	-34.26	-85.64	-34.26	-222.66	-205.53	-17.13	-342.55
4008	85.64	119.89	0	0	85.64	85.64	-34.26	-85.64	-154.15	-137.02	-171.28	-85.64	-308.3	-291.17	-137.02	-393.93
4009	34.26	0	-85.64	-85.64	154.15	-51.38	-222.66	-222.66	-85.64	-274.04	-359.68	-359.68	-445.32	-359.68	-325.42	-359.68
4010	34.26	-51.38	-119.89	-85.64	119.89	-119.89	-325.42	-325.42	-17.13	-308.3	-393.93	-462.44	-445.32	-342.55	-376.81	-291.17
4011	-17.13	-171.28	-154.15	-85.64	-34.26	-274.04	-462.44	-445.32	0	-342.55	-462.44	-667.97	-393.93	-274.04	-342.55	-102.77
4012	-34.26	-256.91	-137.02	-51.38	-137.02	-359.68	-513.83	-393.93	0	-376.81	-462.44	-753.61	-325.42	-222.66	-205.53	-17.13
4013	-154.15	-291.17	-137.02	-51.38	-171.28	-462.44	-616.59	-291.17	-85.64	-274.04	-342.55	-719.36	-171.28	-205.53	119.89	274.04
4014	-154.15	-291.17	-188.4	-119.89	-137.02	-513.83	-650.85	-222.66	-137.02	-171.28	-222.66	-616.59	-51.38	-119.89	325.42	376.81
4015	-119.89	-171.28	-256.91	-222.66	-34.26	-411.06	-496.7	-34.26	-34.26	17.13	17.13	-171.28	274.04	137.02	496.7	530.95
4016	-51.38	-137.02	-171.28	-137.02	-17.13	-274.04	-274.04	68.51	34.26	34.26	85.64	137.02	530.95	376.81	548.08	599.46
4017	-17.13	137.02	239.79	291.17	17.13	393.93	513.83	822.12	376.81	308.3	530.95	1044.78	1284.56	1061.91	548.08	822.12
4018	-17.13	239.79	274.04	308.3	-17.13	565.21	736.48	942.01	376.81	376.81	599.46	1198.93	1301.69	1079.03	496.7	753.61
4019	0	359.68	205.53	171.28	0	719.36	907.76	907.76	308.3	376.81	548.08	1113.29	976.27	839.25	154.15	428.19
4020	-17.13	325.42	188.4	119.89	-17.13	736.48	873.5	839.25	308.3	308.3	462.44	993.4	787.87	685.1	17.13	256.91
4021	68.51	274.04	274.04	171.28	34.26	667.97	753.61	667.97	205.53	325.42	428.19	907.76	530.95	411.06	34.26	0
4022	154.15	359.68	291.17	137.02	119.89	616.59	685.1	548.08	85.64	428.19	479.57	907.76	462.44	291.17	137.02	17.13
4023	239.79	479.57	68.51	17.13	188.4	496.7	445.32	239.79	-171.28	496.7	445.32	736.48	376.81	119.89	222.66	17.13
4024	188.4	428.19	17.13	-68.51	137.02	359.68	291.17	51.38	-256.91	393.93	359.68	599.46	325.42	68.51	205.53	102.77
4025	-17.13	85.64	-51.38	-85.64	0	68.51	85.64	-34.26	-102.77	188.4	188.4	342.55	274.04	119.89	308.3	393.93
4026	-17.13	-34.26	-34.26	-34.26	0	-34.26	0	0	0	154.15	137.02	274.04	308.3	171.28	393.93	548.08
4027	-51.38	-17.13	0	0	-34.26	-51.38	-51.38	-34.26	0	205.53	154.15	137.02	256.91	154.15	496.7	565.21
4028	-85.64	34.26	-85.64	-51.38	-85.64	-85.64	-119.89	-51.38	-34.26	154.15	119.89	68.51	119.89	68.51	376.81	376.81
4029	-205.53	0	-171.28	-154.15	-239.79	-154.15	-239.79	-222.66	-119.89	-17.13	-51.38	-51.38	-102.77	-68.51	68.51	-34.26
4030	-239.79	-85.64	-171.28	-137.02	-291.17	-171.28	-222.66	-222.66	-85.64	-102.77	-102.77	-85.64	-154.15	-102.77	-34.26	-171.28
4031	-137.02	-171.28	-85.64	-51.38	-205.53	-137.02	0	-34.26	17.13	0	-34.26	-34.26	-34.26	34.26	0	-102.77
4032	-34.26	-85.64	-85.64	-17.13	-85.64	-51.38	85.64	119.89	34.26	68.51	85.64	17.13	119.89	154.15	0	-34.26
4033	68.51	188.4	0	0	34.26	119.89	308.3	188.4	0	171.28	154.15	-51.38	68.51	171.28	-137.02	-102.77
4034	102.77	188.4	17.13	51.38	51.38	171.28	325.42	154.15	34.26	137.02	119.89	-137.02	0	68.51	-239.79	-274.04
4035	154.15	188.4	68.51	85.64	137.02	205.53	256.91	34.26	0	85.64	68.51	-239.79	-222.66	-119.89	-445.32	-530.95
4036	154.15	171.28	17.13	34.26	137.02	137.02	137.02	0	-34.26	51.38	34.26	-239.79	-274.04	-205.53	-496.7	-530.95
4037	-17.13	0	-119.89	-102.77	0	-119.89	-119.89	-239.79	-222.66	-17.13	-51.38	-239.79	-291.17	-274.04	-496.7	-291.17
4038	-119.89	-137.02	-171.28	-137.02	-119.89	-256.91	-274.04	-342.55	-239.79	-51.38	-119.89	-256.91	-274.04	-256.91	-428.19	-137.02
4039	-222.66	-274.04	-34.26	-17.13	-154.15	-274.04	-445.32	-376.81	-34.26	-17.13	-34.26	-239.79	-222.66	-154.15	-222.66	68.51
4040	-154.15	-171.28	34.26	68.51	-102.77	-171.28	-445.32	-342.55	34.26	102.77	34.26	-171.28	-137.02	-102.77	-85.64	188.4
4041	-17.13	119.89	85.64	137.02	17.13	51.38	-205.53	-85.64	154.15	308.3	359.68	137.02	34.26	0	188.4	393.93
4042	17.13	222.66	68.51	51.38	51.38	171.28	-17.13	34.26	154.15	359.68	479.57	393.93	171.28	0	359.68	445.32
4043	17.13	239.79	17.13	-34.26	137.02	428.19	393.93	411.06	119.89	445.32	685.1	890.63	411.06	51.38	616.59	376.81
4044	34.26	256.91	102.77	51.38	188.4	599.46	616.59	599.46	137.02	513.83	736.48	1044.78	479.57	85.64	650.85	308.3
4045	222.66	445.32	393.93	325.42	308.3	770.74	924.89	787.87	274.04	565.21	736.48	1027.65	393.93	137.02	616.59	68.51
4046	274.04	548.08	462.44	411.06	291.17	839.25	976.27	822.12	325.42	513.83	633.72	942.01	359.68	137.02	513.83	0
4047	256.91	496.7	359.68	308.3	154.15	685.1	839.25	633.72	239.79	137.02	256.91	496.7	171.28	68.51	154.15	-256.91
4048	154.15	325.42	222.66	205.53	68.51	548.08	667.97	548.08	137.02	-51.38	-34.26	239.79	85.64	34.26	-17.13	-342.55
4049	-85.64	-85.64	51.38	34.26	-85.64	-154.15	68.51	325.42	34.26	-445.32	-565.21	-308.3	68.51	137.02	-462.44	-171.28
4050	-85.64	0	68.51	68.51	-85.64	-274.04	17.13	274.04	68.51	-411.06	-582.34	-291.17	154.15	205.53	-411.06	-34.26
4051	-17.13	171.28	137.02	51.38	-85.64	-256.91	-17.13	85.64	0	-205.53	-256.91	-85.64	188.4	291.17	-102.77	119.89
4052	34.26	239.79	137.02	51.38	-34.26	-68.51	-17.13	17.13	-34.26	-34.26	-34.26	17.13	137.02	239.79	17.13	137.02
4053	102.77	119.89	137.02	17.13	0	239.79	0	-119.89	-137.02	188.4	359.68	137.02	-34.26	51.38	274.04	239.79
4054	68.51	68.51	119.89	34.26	34.26	308.3	34.26	-102.77	-102.77	291.17	445.32	239.79	0	0	359.68	359.68
4055	-17.13	17.13	188.4	171.28	68.51	291.17	137.02	-34.26	17.13	376.81	479.57	411.06	68.51	34.26	308.3	599.46
4056	-102.77	68.51	256.91	256.91	34.26	239.79	154.15	17.13	51.38	342.55	428.19	530.95	188.4	119.89	256.91	616.59
4057	-205.53	0	291.17	274.04	-102.77	171.28	171.28	34.26	51.38	188.4	239.79	753.61	428.19	291.17	239.79	565.21
4058	-222.66	0	291.17	188.4	-205.53	171.28	239.79	119.89	34.26	119.89	188.4	839.25	530.95	325.42	274.04	548.08
4059	-205.53	-34.26	154.15	34.26	-256.91	171.28	393.93	274.04	34.26	0	68.51	770.74	530.95	291.17	239.79	428.19
4060	-171.28	0	85.64	0	-205.53	171.28	445.32	291.17	51.38	-17.13	0	633.72	445.32	239.79	154.15	359.68
4061	-171.28	-51.38	0	0	0	119.89	376.81	188.4	51.38	-222.66	-222.66	239.79	239.79	154.15	-34.26	154.15
4062	-171.28	-137.02	17.13	17.13	0	0	256.91	85.64	51.38	-359.68	-359.68	17.13	137.02	137.02	-34.26	51.38
4063	-154.15	-256.91	34.26	34.26	-51.38	-325.42	17.13	-34.26	-34.26	-599.46	-633.72	-325.42	-17.13	51.38	-154.15	-119.89
4064	-137.02	-256.91	17.13	17.13	-154.15	-479.57	-51.38	-119.89	-34.26	-650.85	-719.36	-479.57	-154.15	-34.26	-256.91	-239.79
4065	-239.79	-325.42	-171.28	-85.64	-359.68	-685.1	-496.7	-496.7	-274.04	-633.72	-719.36	-804.99	-496.7	-239.79	-445.32	-462.44
4066	-291.17	-393.93	-239.79	-154.15	-325.42	-685.1	-582.34	-599.46	-291.17	-582.34	-650.85	-804.99	-530.95	-256.91	-376.81	-393.93
4067	-239.79	-496.7	-222.66	-188.4	-154.15	-633.72	-496.7	-548.08	-171.28	-445.32	-462.44	-616.59	-462.44	-239.79	-137.02	-137.02
4068	-137.02	-479.57	-171.28	-137.02	-85.64	-582.34	-325.42	-462.44	-119.89	-359.68	-325.42	-462.44	-376.81	-205.53	-17.13	-34.26
4069	0	-256.91	0	0	0	-325.42	0	-222.66	-68.51	-119.89	-51.38	-85.64	-171.28	-119.89	119.89	154.15
4070	34.26	-137.02	-34.26	68.51	0	-137.02	137.02	-154.15	-85.64	-34.26	-34.26	0	-102.77	-85.64	154.15	154.15
4071	34.26	85.64	34.26	119.89	119.89	102.77	239.79	0	17.13	-34.26	-34.26	119.89	17.13	-34.26	188.4	51.38
4072	34.26	154.15	102.77	137.02	154.15	137.02	239.79	17.13	17.13	-34.26	0	137.02	17.13	-17.13	154.15	17.13
4073	17.13	68.51	205.53	188.4	85.64	137.02	256.91	222.66	154.15	-119.89	-17.13	308.3	119.89	17.13	51.38	-85.64
4074	0	0	205.53	239.79	17.13	119.89	274.04	274.04	188.4	-154.15	-17.13	411.06	171.28	51.38	-17.13	-137.02
4075	-17.13	-137.02	274.04	256.91	-17.13	119.89	308.3	393.93	222.66	-137.02	-34.26	513.83	274.04	188.4	-119.89	-256.91
4076	17.13	-119.89	239.79	274.04	-17.13	68.51	274.04	445.32	205.53	-154.15	-102.77	462.44	342.55	256.91	-171.28	-274.04
4077	-34.26	0	205.53	256.91	-34.26	17.13	222.66	479.57	256.91	-188.4	-171.28	325.42	565.21	428.19	-274.04	-222.66
4078	-34.26	34.26	222.66	239.79	-85.64	-34.26	256.91	496.7	308.3	-171.28	-154.15	274.04	633.72	496.7	-239.79	-171.28
4079	-34.26	102.77	325.42	359.68	-85.64	34.26	376.81	513.83	445.32	-34.26	51.38	325.42	633.72	530.95	-51.38	-154.15
4080	0	137.02	411.06	479.57	-34.26	188.4	462.44	565.21	462.44	85.64	188.4	376.81	565.21	445.32	17.13	-222.66
4081	68.51	188.4	530.95	462.44	85.64	359.68	530.95	565.21	205.53	274.04	445.32	513.83	342.55	205.53	308.3	-308.3
4082	68.51	68.51	428.19	325.42	68.51	325.42	462.44	462.44	68.51	291.17	496.7	548.08	308.3	119.89	393.93	-274.04
4083	119.89	17.13	68.51	0	68.51	274.04	274.04	256.91	0	342.55	513.83	479.57	256.91	17.13	496.7	-171.28
4084	154.15	34.26	-17.13	0	137.02	308.3	222.66	222.66	68.51	325.42	496.7	428.19	222.66	0	479.57	-222.66
4085	222.66	205.53	51.38	68.51	274.04	291.17	154.15	239.79	119.89	308.3	428.19	428.19	188.4	-17.13	274.04	-274.04
4086	222.66	291.17	154.15	119.89	308.3	274.04	171.28	256.91	119.89	291.17	428.19	479.57	222.66	0	239.79	-274.04
4087	222.66	325.42	222.66	188.4	256.91	479.57	359.68	325.42	119.89	291.17	411.06	548.08	274.04	17.13	188.4	-239.79
4088	205.53	359.68	188.4	154.15	171.28	616.59	479.57	359.68	102.77	256.91	325.42	496.7	308.3	51.38	154.15	-239.79
4089	205.53	376.81	17.13	0	85.64	633.72	496.7	308.3	102.77	154.15	154.15	274.04	325.42	188.4	17.13	-205.53
4090	205.53	376.81	-17.13	-17.13	137.02	513.83	376.81	239.79	68.51	154.15	119.89	239.79	376.81	308.3	-34.26	-85.64
4091	274.04	376.81	0	-34.26	325.42	308.3	274.04	205.53	68.51	205.53	188.4	291.17	530.95	479.57	137.02	291.17
4092	325.42	376.81	17.13	-17.13	376.81	308.3	256.91	205.53	85.64	256.91	256.91	325.42	599.46	496.7	256.91	513.83
4093	308.3	359.68	102.77	102.77	256.91	428.19	188.4	154.15	68.51	274.04	291.17	308.3	513.83	325.42	291.17	616.59
4094	239.79	308.3	85.64	102.77	137.02	428.19	119.89	85.64	17.13	291.17	308.3	256.91	359.68	239.79	239.79	496.7
4095	119.89	188.4	0	17.13	0	274.04	-102.77	-85.64	-154.15	359.68	325.42	68.51	0	-34.26	205.53	154.15
4096	102.77	154.15	0	0	34.26	154.15	-222.66	-154.15	-222.66	376.81	308.3	0	-137.02	-85.64	291.17	34.26
4097	119.89	68.51	-102.77	-102.77	205.53	0	-325.42	-256.91	-119.89	137.02	68.51	-325.42	-359.68	-274.04	274.04	85.64
4098	119.89	51.38	-85.64	-119.89	188.4	-34.26	-256.91	-222.66	-85.64	17.13	-34.26	-342.55	-376.81	-342.55	137.02	85.64
4099	102.77	17.13	0	-34.26	34.26	17.13	-85.64	-137.02	-85.64	-34.26	-51.38	-325.42	-479.57	-479.57	-85.64	-51.38
4100	119.89	17.13	17.13	-34.26	-34.26	34.26	0	-102.77	-85.64	-34.26	-102.77	-342.55	-513.83	-496.7	-205.53	-137.02
4101	205.53	0	51.38	17.13	34.26	34.26	51.38	-17.13	-34.26	-119.89	-256.91	-496.7	-445.32	-393.93	-479.57	-17.13
4102	239.79	17.13	0	0	85.64	17.13	34.26	-34.26	0	-171.28	-359.68	-582.34	-342.55	-291.17	-633.72	119.89
4103	188.4	-51.38	-274.04	-222.66	171.28	-34.26	-102.77	-239.79	-51.38	-274.04	-445.32	-719.36	-222.66	-205.53	-804.99	393.93
4104	85.64	-102.77	-376.81	-291.17	137.02	-102.77	-205.53	-359.68	-137.02	-274.04	-445.32	-736.48	-239.79	-239.79	-736.48	411.06
4105	-119.89	-256.91	-445.32	-325.42	-34.26	-256.91	-325.42	-513.83	-205.53	-291.17	-376.81	-753.61	-376.81	-342.55	-393.93	393.93
4106	-154.15	-274.04	-393.93	-342.55	-137.02	-359.68	-359.68	-513.83	-222.66	-291.17	-308.3	-736.48	-393.93	-342.55	-205.53	393.93
4107	-205.53	-274.04	-393.93	-376.81	-325.42	-462.44	-462.44	-462.44	-188.4	-239.79	-171.28	-650.85	-325.42	-205.53	17.13	376.81
4108	-222.66	-308.3	-411.06	-376.81	-359.68	-479.57	-513.83	-393.93	-154.15	-154.15	-85.64	-565.21	-256.91	-171.28	119.89	325.42
4109	-342.55	-359.68	-428.19	-376.81	-325.42	-530.95	-530.95	-325.42	-102.77	-51.38	0	-393.93	-256.91	-188.4	274.04	188.4
4110	-376.81	-376.81	-376.81	-342.55	-274.04	-530.95	-513.83	-291.17	-85.64	-51.38	0	-291.17	-274.04	-205.53	274.04	154.15
4111	-256.91	-274.04	-205.53	-188.4	-171.28	-445.32	-325.42	-171.28	-51.38	-34.26	0	-85.64	-222.66	-256.91	34.26	102.77
4112	-171.28	-154.15	-102.77	-102.77	-154.15	-376.81	-256.91	-85.64	0	-51.38	0	-17.13	-137.02	-205.53	-85.64	68.51
4113	-17.13	85.64	17.13	17.13	-51.38	-17.13	-34.26	188.4	154.15	-17.13	-17.13	205.53	68.51	17.13	-308.3	0
4114	0	85.64	17.13	-17.13	0	34.26	-17.13	256.91	188.4	17.13	0	188.4	188.4	85.64	-325.42	17.13
4115	-34.26	0	0	0	85.64	119.89	17.13	274.04	137.02	0	17.13	119.89	411.06	325.42	-342.55	393.93
4116	-51.38	0	17.13	0	68.51	68.51	0	256.91	137.02	34.26	17.13	68.51	530.95	479.57	-376.81	565.21
4117	-51.38	17.13	85.64	188.4	-17.13	-34.26	-34.26	171.28	154.15	68.51	17.13	34.26	565.21	548.08	-376.81	753.61
4118	-51.38	-17.13	85.64	239.79	-51.38	-51.38	-34.26	137.02	171.28	85.64	51.38	17.13	445.32	479.57	-342.55	719.36
4119	-119.89	17.13	34.26	154.15	-102.77	-17.13	0	0	85.64	51.38	34.26	-137.02	119.89	171.28	-222.66	411.06
4120	-222.66	-51.38	0	85.64	-205.53	-34.26	-17.13	-34.26	51.38	17.13	0	-256.91	0	17.13	-222.66	188.4
4121	-342.55	-102.77	85.64	68.51	-376.81	0	-85.64	-137.02	68.51	-51.38	-51.38	-359.68	-222.66	-51.38	-256.91	-85.64
4122	-291.17	0	188.4	171.28	-359.68	17.13	-51.38	-85.64	137.02	-102.77	-85.64	-291.17	-222.66	-17.13	-325.42	-137.02
4123	-17.13	325.42	393.93	376.81	-17.13	119.89	68.51	68.51	291.17	-17.13	-17.13	-85.64	-137.02	34.26	-342.55	-154.15
4124	68.51	496.7	411.06	393.93	68.51	137.02	137.02	171.28	308.3	0	-34.26	-17.13	-119.89	17.13	-256.91	-222.66
4125	102.77	428.19	291.17	325.42	34.26	34.26	85.64	154.15	256.91	17.13	0	-102.77	-274.04	-154.15	-137.02	-530.95
4126	68.51	325.42	239.79	291.17	-34.26	-34.26	0	68.51	171.28	0	-51.38	-171.28	-376.81	-256.91	-205.53	-685.1
4127	17.13	239.79	188.4	205.53	-85.64	0	-51.38	-17.13	51.38	-137.02	-154.15	-239.79	-376.81	-222.66	-411.06	-479.57
4128	34.26	291.17	171.28	171.28	0	34.26	0	-34.26	17.13	-171.28	-205.53	-222.66	-256.91	-102.77	-513.83	-171.28
4129	222.66	376.81	-17.13	34.26	274.04	188.4	154.15	68.51	85.64	-119.89	-222.66	-205.53	137.02	205.53	-393.93	496.7
4130	256.91	342.55	-17.13	34.26	205.53	137.02	137.02	119.89	171.28	-119.89	-205.53	-222.66	205.53	256.91	-291.17	530.95
4131	256.91	188.4	68.51	137.02	51.38	-34.26	0	137.02	239.79	-137.02	-154.15	-239.79	274.04	239.79	-137.02	445.32
4132	222.66	102.77	85.64	119.89	-34.26	-34.26	-17.13	85.64	171.28	-119.89	-137.02	-222.66	256.91	188.4	17.13	411.06
4133	68.51	17.13	0	17.13	-85.64	-119.89	-102.77	-17.13	0	-34.26	-51.38	-171.28	137.02	154.15	308.3	325.42
4134	0	0	0	-34.26	-102.77	-154.15	-188.4	-85.64	-34.26	0	17.13	-154.15	68.51	137.02	479.57	274.04
4135	-51.38	51.38	-34.26	17.13	-34.26	-171.28	-256.91	-68.51	85.64	17.13	0	-171.28	0	68.51	633.72	205.53
4136	-51.38	102.77	68.51	102.77	17.13	-137.02	-205.53	-17.13	205.53	-17.13	0	-171.28	0	34.26	565.21	119.89
4137	0	154.15	205.53	171.28	17.13	-34.26	-102.77	102.77	239.79	0	17.13	-102.77	17.13	-17.13	342.55	-34.26
4138	34.26	188.4	205.53	154.15	0	17.13	-34.26	119.89	188.4	51.38	68.51	-17.13	0	0	222.66	-102.77
4139	137.02	239.79	154.15	85.64	-17.13	188.4	17.13	68.51	137.02	102.77	119.89	102.77	0	17.13	119.89	-154.15
4140	137.02	342.55	137.02	85.64	51.38	325.42	-17.13	68.51	154.15	85.64	85.64	205.53	-17.13	17.13	119.89	-85.64
4141	119.89	445.32	119.89	137.02	274.04	496.7	85.64	154.15	256.91	0	17.13	359.68	222.66	102.77	34.26	119.89
4142	102.77	428.19	119.89	137.02	274.04	513.83	154.15	256.91	239.79	34.26	17.13	445.32	325.42	188.4	119.89	308.3
4143	119.89	188.4	34.26	0	102.77	462.44	205.53	239.79	137.02	205.53	154.15	513.83	411.06	359.68	376.81	616.59
4144	119.89	51.38	17.13	0	51.38	393.93	188.4	154.15	34.26	359.68	308.3	496.7	393.93	308.3	667.97	702.23
4145	85.64	-85.64	-222.66	-154.15	205.53	205.53	0	-119.89	-51.38	513.83	479.57	256.91	51.38	17.13	1216.05	445.32
4146	68.51	-34.26	-291.17	-205.53	239.79	119.89	-34.26	-137.02	-51.38	496.7	479.57	222.66	17.13	0	1216.05	308.3
4147	34.26	17.13	-274.04	-274.04	137.02	0	-17.13	0	-51.38	462.44	479.57	239.79	119.89	119.89	976.27	119.89
4148	34.26	17.13	-239.79	-274.04	68.51	17.13	34.26	0	-51.38	428.19	428.19	274.04	205.53	205.53	804.99	119.89
4149	-17.13	-34.26	-119.89	-188.4	-34.26	0	-68.51	-17.13	-102.77	239.79	239.79	171.28	137.02	154.15	530.95	34.26
4150	-51.38	-85.64	-85.64	-137.02	-85.64	-34.26	-171.28	-85.64	-137.02	102.77	119.89	188.4	68.51	34.26	376.81	17.13
4151	-154.15	-154.15	-34.26	-34.26	-171.28	-154.15	-222.66	-154.15	-102.77	-34.26	17.13	256.91	-34.26	-51.38	102.77	-137.02
4152	-154.15	-119.89	85.64	85.64	-137.02	-102.77	-102.77	-102.77	0	-34.26	34.26	376.81	0	-51.38	34.26	-222.66
4153	-17.13	17.13	291.17	256.91	34.26	68.51	239.79	85.64	119.89	34.26	188.4	599.46	85.64	17.13	17.13	-359.68
4154	17.13	137.02	376.81	274.04	154.15	188.4	359.68	205.53	137.02	85.64	256.91	633.72	154.15	68.51	85.64	-325.42
4155	119.89	188.4	239.79	137.02	239.79	188.4	376.81	256.91	34.26	137.02	239.79	513.83	188.4	68.51	171.28	-102.77
4156	102.77	102.77	137.02	68.51	171.28	154.15	308.3	205.53	0	119.89	171.28	376.81	171.28	51.38	205.53	0
4157	-51.38	-171.28	0	0	17.13	51.38	137.02	51.38	-119.89	119.89	154.15	68.51	68.51	17.13	393.93	256.91
4158	-171.28	-291.17	0	0	-34.26	17.13	34.26	-17.13	-137.02	154.15	171.28	-34.26	34.26	34.26	548.08	376.81
4159	-325.42	-359.68	17.13	0	-51.38	-17.13	-102.77	-222.66	-119.89	239.79	325.42	0	68.51	154.15	787.87	616.59
4160	-291.17	-342.55	0	-34.26	-85.64	-51.38	-137.02	-239.79	-137.02	256.91	393.93	68.51	137.02	239.79	787.87	667.97
4161	-85.64	-342.55	-102.77	-137.02	-34.26	-171.28	-119.89	-137.02	-239.79	119.89	239.79	68.51	119.89	205.53	513.83	428.19
4162	-51.38	-393.93	-119.89	-154.15	-34.26	-256.91	-171.28	-171.28	-256.91	-34.26	51.38	-34.26	-34.26	85.64	325.42	239.79
4163	-222.66	-445.32	-137.02	-85.64	-205.53	-479.57	-376.81	-325.42	-205.53	-342.55	-291.17	-171.28	-239.79	-154.15	-119.89	-102.77
4164	-274.04	-359.68	-85.64	-17.13	-291.17	-513.83	-376.81	-325.42	-119.89	-479.57	-445.32	-171.28	-291.17	-256.91	-411.06	-274.04
4165	-171.28	-154.15	0	51.38	-274.04	-359.68	-102.77	-34.26	-34.26	-496.7	-462.44	0	-205.53	-239.79	-804.99	-445.32
4166	-51.38	-102.77	34.26	34.26	-154.15	-239.79	0	34.26	-34.26	-376.81	-376.81	51.38	-102.77	-171.28	-736.48	-393.93
